가구고유번호,소비지출,지출_소비지출_식료품_외식비,지출_소비지출_주거비,지출_소비지출_교육비_보육료포함,지출_소비지출_의료비,지출_소비지출_교통비,지출_소비지출_통신비,지출_소비지출_경조비및기타소비지출
813201311,2346,1560,450,0,40,40,56,200
813201341,2416,600,120,700,36,96,240,624
813201371,2200,1000,200,0,20,200,130,650
813202151,3700,960,240,800,200,360,180,960
813202161,2600,650,300,0,40,410,260,940
813202191,2940,1200,240,720,100,200,180,300
813202301,5820,1200,420,2400,40,120,240,1400
813202351,6050,1200,360,2400,50,360,240,1440
813202361,6630,1600,300,2700,150,150,430,1300
813202371,9180,2400,600,3000,500,600,400,1680
813203101,0,0,0,0,0,0,0,0
813203111,0,0,0,0,0,0,0,0
813203121,0,0,0,0,0,0,0,0
813203131,0,0,0,0,0,0,0,0
813203161,0,0,0,0,0,0,0,0
813203321,2526,840,360,480,150,100,96,500
813203331,1534,360,168,720,34,84,126,42
813203381,0,0,0,0,0,0,0,0
813204111,1700,600,120,0,120,240,180,440
813204181,3480,840,360,600,100,540,280,760
813204191,1492,600,450,0,60,12,120,250
813500101,0,0,0,0,0,0,0,0
813500121,0,0,0,0,0,0,0,0
813500141,1147,500,140,150,100,85,72,100
813500151,1045,240,670,0,20,35,40,40
813500161,898,200,396,0,10,84,48,160
813501261,0,0,0,0,0,0,0,0
813501281,1024,600,120,0,120,40,84,60
813501291,1404,600,84,0,60,240,180,240
813503301,7050,660,800,4800,60,200,280,250
813503311,5270,700,400,1200,1500,220,450,800
813600111,0,0,0,0,0,0,0,0
813600121,0,0,0,0,0,0,0,0
813600141,715,480,80,0,10,5,40,100
813600151,2600,600,140,950,70,300,240,300
813600161,1850,960,120,0,10,160,240,360
813600171,1684,600,84,0,100,384,156,360
813600191,4058,120,130,0,3000,60,324,424
813600201,1454,360,120,0,700,84,60,130
813600211,2480,600,600,0,100,600,120,460
813600221,0,0,0,0,0,0,0,0
813600231,0,0,0,0,0,0,0,0
813600241,0,0,0,0,0,0,0,0
813600261,0,0,0,0,0,0,0,0
813600271,1542,360,360,0,40,350,72,360
813600281,0,0,0,0,0,0,0,0
813600301,0,0,0,0,0,0,0,0
813600311,0,0,0,0,0,0,0,0
813600321,0,0,0,0,0,0,0,0
813600331,0,0,0,0,0,0,0,0
813600341,1345,360,444,0,15,240,156,130
813600351,0,0,0,0,0,0,0,0
813600361,0,0,0,0,0,0,0,0
813600371,0,0,0,0,0,0,0,0
813600381,0,0,0,0,0,0,0,0
813600391,0,0,0,0,0,0,0,0
814200111,1693,550,760,0,13,120,130,120
814200121,1390,400,170,0,280,230,130,180
814200161,3720,960,250,1200,50,360,240,660
814200181,3612,1200,120,300,60,144,288,1500
814200191,353,100,204,0,10,10,24,5
814200201,1161,400,240,0,100,85,36,300
814200211,6250,980,920,2400,10,520,400,1020
814200231,1730,480,180,0,0,180,120,770
814200241,1935,600,300,0,25,360,120,530
814200271,3510,960,1560,480,60,120,180,150
814200281,1095,600,180,0,170,30,15,100
814200321,4192,1200,360,600,360,240,252,1180
814200351,1550,360,300,0,200,120,180,390
814200381,2400,600,240,528,36,300,180,516
814201101,0,0,0,0,0,0,0,0
814201121,0,0,0,0,0,0,0,0
814201181,1920,600,120,0,80,60,100,960
814201221,2960,960,200,0,840,240,180,540
814201231,659,450,84,0,45,20,40,20
814201271,1408,600,48,0,0,80,180,500
814201281,2650,1200,276,0,120,156,288,610
814201371,3600,1200,300,0,60,360,276,1404
814201381,2065,500,360,0,240,350,15,600
814202111,4072,720,360,1880,400,72,180,460
814202131,4110,960,360,840,1500,100,180,170
814202161,0,0,0,0,0,0,0,0
814202171,0,0,0,0,0,0,0,0
814202181,0,0,0,0,0,0,0,0
814202301,2500,800,270,0,400,300,200,530
814202351,1194,480,240,0,10,100,84,280
814202371,930,300,350,0,50,20,60,150
814202381,964,240,480,0,24,60,60,100
814203151,0,0,0,0,0,0,0,0
814203341,7780,1100,400,1600,600,850,300,2930
814203391,0,0,0,0,0,0,0,0
814204141,0,0,0,0,0,0,0,0
814204151,0,0,0,0,0,0,0,0
814204181,0,0,0,0,0,0,0,0
814500101,3575,1150,1100,0,45,550,510,220
814500121,1118,660,145,0,20,120,58,115
814500141,2572,600,600,0,0,120,252,1000
814500151,4290,1500,360,1000,100,180,250,900
814500161,4170,2400,360,0,240,360,360,450
814500181,0,0,0,0,0,0,0,0
814500191,0,0,0,0,0,0,0,0
814501201,1910,600,360,0,10,120,120,700
814501211,4180,1200,180,1100,36,360,144,1160
814501221,0,0,0,0,0,0,0,0
814600101,0,0,0,0,0,0,0,0
814600111,0,0,0,0,0,0,0,0
814600131,3110,1200,600,480,60,80,360,330
814600141,1062,240,108,0,60,36,18,600
814600151,1387,360,408,0,240,72,87,220
814600161,0,0,0,0,0,0,0,0
814600171,0,0,0,0,0,0,0,0
814600181,0,0,0,0,0,0,0,0
814600301,2854,840,240,0,770,450,150,404
814600311,4800,1200,240,1200,360,480,120,1200
814600321,3024,1600,324,0,150,200,150,600
814600331,940,360,240,0,100,50,40,150
814600351,0,0,0,0,0,0,0,0
814600361,0,0,0,0,0,0,0,0
814600381,0,0,0,0,0,0,0,0
814600391,0,0,0,0,0,0,0,0
815200121,1947,600,204,753,40,60,120,170
815200141,2160,720,288,162,36,276,278,400
815200151,7446,1500,526,600,670,135,300,3715
815200161,1330,150,80,700,100,100,100,100
815200191,2202,650,760,0,10,60,172,550
815200201,477,240,42,0,8,35,72,80
815200221,7190,2400,600,2000,200,600,240,1150
815200241,4520,1000,240,600,240,500,240,1700
815200251,2498,300,348,680,420,300,300,150
815200291,2290,600,150,800,150,240,200,150
815200301,1045,200,53,0,18,540,84,150
815200311,1208,480,144,0,20,48,96,420
815200321,2968,480,144,420,300,924,240,460
815200351,1860,600,120,120,120,360,180,360
815201141,4600,1100,250,1800,200,400,200,650
815201181,2051,145,330,0,36,900,240,400
815201191,2170,900,300,0,400,60,100,410
815201241,1360,360,120,0,150,200,90,440
815201261,2182,540,240,696,20,156,180,350
815201291,1774,600,200,340,10,200,204,220
815201341,1420,360,120,0,20,350,300,270
815201371,3600,1920,300,0,50,400,450,480
815201381,4069,960,180,1560,180,428,211,550
815202101,0,0,0,0,0,0,0,0
815202111,0,0,0,0,0,0,0,0
815202151,0,0,0,0,0,0,0,0
815202161,820,360,120,0,120,30,60,130
815202171,1938,960,468,0,100,120,120,170
815202301,2358,960,180,600,50,150,168,250
815202311,4657,1200,300,360,240,800,497,1260
815202351,0,0,0,0,0,0,0,0
815202361,0,0,0,0,0,0,0,0
815202371,0,0,0,0,0,0,0,0
815203131,6650,1800,600,0,450,1800,500,1500
815203181,0,0,0,0,0,0,0,0
815203311,668,240,92,0,12,12,96,216
815203341,4120,1000,500,800,400,500,120,800
815203361,2800,500,450,0,500,120,240,990
815204101,2404,960,204,0,20,500,120,600
815204131,8300,2400,600,0,1000,1800,300,2200
815204141,4404,1800,700,0,400,600,104,800
815204191,0,0,0,0,0,0,0,0
815500101,0,0,0,0,0,0,0,0
815500131,0,0,0,0,0,0,0,0
815500141,0,0,0,0,0,0,0,0
815500161,1665,900,435,80,20,100,60,70
815500191,1904,600,240,0,100,450,84,430
815502391,1617,360,420,180,160,120,120,257
815503301,3930,960,360,1450,250,400,200,310
815503311,4926,922,405,0,2800,330,189,280
815503321,924,400,200,0,36,72,96,120
815503331,2956,600,276,500,150,200,360,870
815503361,0,0,0,0,0,0,0,0
815503381,6104,1560,364,2400,1000,30,300,450
815503391,0,0,0,0,0,0,0,0
815600121,0,0,0,0,0,0,0,0
815600131,0,0,0,0,0,0,0,0
815600181,0,0,0,0,0,0,0,0
815600191,0,0,0,0,0,0,0,0
815600301,0,0,0,0,0,0,0,0
815600331,0,0,0,0,0,0,0,0
815600351,0,0,0,0,0,0,0,0
815600361,0,0,0,0,0,0,0,0
815600391,0,0,0,0,0,0,0,0
816200101,1240,600,180,0,160,25,25,250
816200141,645,300,84,0,0,54,132,75
816200191,1350,480,250,0,10,260,120,230
816200221,2690,1300,252,48,100,300,240,450
816200271,888,360,128,0,10,120,120,150
816200371,0,0,0,0,0,0,0,0
816201101,6260,1000,550,0,2550,680,280,1200
816201111,4040,1500,240,300,500,350,150,1000
816201151,867,456,263,0,70,30,18,30
816201161,5360,1740,390,880,100,180,450,1620
816201171,2058,960,200,384,50,144,240,80
816201211,2116,720,360,300,36,120,120,460
816201301,3530,1800,480,840,30,20,300,60
816201311,1176,240,96,0,100,480,120,140
816201321,1020,360,108,0,300,120,72,60
816201331,2900,840,240,120,100,400,600,600
816201371,1310,360,264,0,200,120,96,270
816201381,1820,600,100,600,10,180,200,130
816202131,3350,1080,300,1200,20,120,120,510
816202321,1284,240,240,0,24,180,240,360
816202391,3940,1080,300,1060,120,500,480,400
816203121,4600,1200,420,1200,60,360,120,1240
816203131,3690,1100,800,920,130,100,90,550
816203141,6000,1800,960,1800,240,600,240,360
816203151,6880,1800,480,1560,240,360,240,2200
816203351,0,0,0,0,0,0,0,0
816203391,5410,1000,400,800,350,1300,360,1200
816204101,0,0,0,0,0,0,0,0
816204141,0,0,0,0,0,0,0,0
816204151,0,0,0,0,0,0,0,0
816204161,0,0,0,0,0,0,0,0
816500111,1810,860,200,0,250,150,180,170
816500121,4450,1500,350,1500,200,500,200,200
816500141,0,0,0,0,0,0,0,0
816500161,0,0,0,0,0,0,0,0
816500181,0,0,0,0,0,0,0,0
816500191,0,0,0,0,0,0,0,0
816502311,1186,480,462,0,20,120,24,80
816502321,3270,1200,180,960,60,120,250,500
816502341,1322,600,192,0,120,108,72,230
816502351,1884,240,780,0,60,72,372,360
816502371,2570,480,600,0,240,380,120,750
816503301,0,0,0,0,0,0,0,0
816600131,0,0,0,0,0,0,0,0
816600151,0,0,0,0,0,0,0,0
816600161,0,0,0,0,0,0,0,0
816600171,0,0,0,0,0,0,0,0
816600181,0,0,0,0,0,0,0,0
816600191,0,0,0,0,0,0,0,0
816600301,0,0,0,0,0,0,0,0
816600321,0,0,0,0,0,0,0,0
816600331,0,0,0,0,0,0,0,0
816600341,0,0,0,0,0,0,0,0
816600351,0,0,0,0,0,0,0,0
816600381,0,0,0,0,0,0,0,0
816600391,0,0,0,0,0,0,0,0
817200101,1538,360,240,0,100,216,102,520
817200121,3350,1200,200,400,30,600,240,680
817200131,1656,600,766,0,50,70,80,90
817200171,2360,700,240,450,30,280,360,300
817200221,1818,480,408,0,50,170,180,530
817200251,2778,650,276,0,60,400,192,1200
817200291,9,0,9,0,0,0,0,0
817201121,1940,600,240,0,300,180,120,500
817201341,2240,480,120,0,262,950,58,370
817201351,4322,1080,372,760,30,400,480,1200
817201361,3720,1200,384,450,20,486,420,760
817201391,936,240,514,0,0,80,30,72
817202101,4440,600,360,1440,60,360,300,1320
817202321,2880,840,300,660,60,360,360,300
817202391,3339,800,809,260,150,400,410,510
817203181,0,0,0,0,0,0,0,0
817203301,2200,720,320,0,100,360,220,480
817500111,0,0,0,0,0,0,0,0
817500121,0,0,0,0,0,0,0,0
817500131,0,0,0,0,0,0,0,0
817500151,0,0,0,0,0,0,0,0
817500291,2234,1080,300,0,24,200,180,450
817502301,5270,960,266,800,360,340,130,2414
817502311,3820,960,800,0,100,900,240,820
817502381,0,0,0,0,0,0,0,0
817502391,769,285,99,180,30,30,95,50
817600101,0,0,0,0,0,0,0,0
817600121,0,0,0,0,0,0,0,0
817600131,0,0,0,0,0,0,0,0
817600141,0,0,0,0,0,0,0,0
817600171,0,0,0,0,0,0,0,0
817600181,0,0,0,0,0,0,0,0
817600331,0,0,0,0,0,0,0,0
817600341,0,0,0,0,0,0,0,0
817600351,0,0,0,0,0,0,0,0
817600361,1690,240,360,0,430,300,120,240
817600371,0,0,0,0,0,0,0,0
817600381,0,0,0,0,0,0,0,0
817600391,0,0,0,0,0,0,0,0
818200101,1184,460,270,0,148,72,84,150
818200111,1599,600,144,0,35,360,180,280
818200201,700,360,120,0,50,50,10,110
818200231,1138,200,120,0,720,10,18,70
818200301,2840,840,216,188,180,600,336,480
818201101,1000,590,200,100,10,30,60,10
818201131,1400,360,240,0,60,360,120,260
818201161,783,420,168,0,30,20,25,120
818201171,882,600,76,0,120,10,46,30
818201181,1312,660,312,0,36,60,100,144
818201301,4346,1200,1000,816,590,420,230,90
818201341,1545,240,780,127,230,84,54,30
818201371,0,0,0,0,0,0,0,0
818201381,957,360,84,0,5,12,216,280
818201391,2482,1700,120,0,60,144,228,230
818202121,960,400,240,0,110,60,120,30
818202161,3955,1300,320,600,35,600,200,900
818202301,2260,600,420,0,300,360,120,460
818202311,2700,1080,360,600,12,180,168,300
818202371,2330,500,1090,0,10,400,120,210
818203121,1312,720,150,0,12,120,130,180
818203171,6445,2000,495,200,300,350,400,2700
818203181,7840,3600,800,0,400,800,240,2000
818203301,0,0,0,0,0,0,0,0
818203351,0,0,0,0,0,0,0,0
818203371,1246,360,240,0,240,240,16,150
818203381,2120,600,480,240,10,240,200,350
818500141,0,0,0,0,0,0,0,0
818500161,0,0,0,0,0,0,0,0
818500171,0,0,0,0,0,0,0,0
818500191,0,0,0,0,0,0,0,0
818500201,0,0,0,0,0,0,0,0
818500211,0,0,0,0,0,0,0,0
818500221,0,0,0,0,0,0,0,0
818500231,0,0,0,0,0,0,0,0
818502301,680,300,120,0,10,70,60,120
818502311,399,60,100,0,18,15,16,190
818502321,4920,1200,600,1500,20,200,500,900
818502331,2555,780,480,10,5,400,280,600
818502341,2218,840,300,0,18,480,300,280
818502351,2050,600,237,0,5,128,180,900
818502371,962,300,150,0,300,30,12,170
818502381,2130,600,540,180,100,180,360,170
818502391,2588,1400,143,120,25,150,200,550
818600101,0,0,0,0,0,0,0,0
818600111,6580,840,840,3600,600,120,180,400
818600121,0,0,0,0,0,0,0,0
818600131,6850,2000,500,1500,200,400,250,2000
818600141,4500,1000,700,800,100,700,300,900
818600151,0,0,0,0,0,0,0,0
818600171,0,0,0,0,0,0,0,0
818600181,0,0,0,0,0,0,0,0
818600191,0,0,0,0,0,0,0,0
818600301,0,0,0,0,0,0,0,0
818600311,0,0,0,0,0,0,0,0
818600321,0,0,0,0,0,0,0,0
818600331,0,0,0,0,0,0,0,0
818600341,0,0,0,0,0,0,0,0
818600351,0,0,0,0,0,0,0,0
818600361,1337,660,212,0,15,180,60,210
818600371,0,0,0,0,0,0,0,0
818600381,0,0,0,0,0,0,0,0
819200121,1370,240,240,0,310,120,160,300
819200151,2320,840,240,0,400,300,320,220
819200201,4580,960,1020,720,100,720,360,700
819200211,4300,1800,400,600,600,300,100,500
819200221,2970,1200,240,500,100,150,360,420
819200251,1500,360,480,0,120,96,144,300
819200261,1070,300,50,0,500,50,40,130
819200271,2182,200,330,100,60,100,192,1200
819200281,4304,1200,120,800,24,420,420,1320
819200311,0,0,0,0,0,0,0,0
819200321,3200,1000,560,0,240,200,400,800
819200351,1572,456,290,220,36,240,180,150
819200361,1858,456,156,300,36,280,180,450
819200381,554,120,180,0,200,12,22,20
819201111,1790,1200,120,0,30,30,120,290
819201161,1158,550,108,0,0,200,150,150
819201181,1152,300,176,60,200,120,120,176
819201331,1595,360,884,0,20,53,48,230
819201341,2271,600,438,0,5,720,168,340
819201351,4321,1100,614,670,40,192,385,1320
819202151,0,0,0,0,0,0,0,0
819202191,0,0,0,0,0,0,0,0
819202331,4920,1200,840,480,600,480,480,840
819202361,94,47,22,0,15,5,0,5
819202371,1422,540,240,0,204,180,108,150
819203131,3900,1800,600,960,60,60,120,300
819203151,390,120,120,0,100,10,40,0
819203161,1936,1200,360,0,20,240,36,80
819203301,1472,360,600,0,120,180,72,140
819203321,522,120,120,0,60,10,192,20
819203391,8454,2280,546,2624,59,460,190,2295
819500111,0,0,0,0,0,0,0,0
819500121,2693,1320,360,0,120,153,380,360
819500141,1882,780,372,0,10,120,130,470
819500161,3540,900,360,1200,200,240,240,400
819500181,0,0,0,0,0,0,0,0
819500281,0,0,0,0,0,0,0,0
819500291,0,0,0,0,0,0,0,0
819502301,720,180,168,0,180,72,78,42
819502311,2200,360,564,0,600,240,96,340
819502321,0,0,0,0,0,0,0,0
819502371,0,0,0,0,0,0,0,0
819502391,0,0,0,0,0,0,0,0
819600111,0,0,0,0,0,0,0,0
819600131,0,0,0,0,0,0,0,0
819600141,0,0,0,0,0,0,0,0
819600151,0,0,0,0,0,0,0,0
819600161,0,0,0,0,0,0,0,0
819600191,1226,360,540,0,0,96,120,110
820200201,1360,400,140,0,200,330,90,200
820200241,992,480,150,0,180,10,72,100
820200261,4070,600,240,950,120,600,360,1200
820200281,717,370,136,0,36,80,45,50
820200301,436,120,112,0,24,36,24,120
820200331,0,0,0,0,0,0,0,0
820200341,0,0,0,0,0,0,0,0
820200391,0,0,0,0,0,0,0,0
820201201,454,240,168,0,0,10,12,24
820201231,569,240,130,0,24,24,31,120
820201241,585,240,130,0,20,24,12,159
820201271,5955,1200,400,2800,55,600,280,620
820201301,0,0,0,0,0,0,0,0
820201311,0,0,0,0,0,0,0,0
820201321,0,0,0,0,0,0,0,0
820201351,0,0,0,0,0,0,0,0
820201371,1939,360,143,0,200,300,276,660
820201391,0,0,0,0,0,0,0,0
820300201,4650,700,300,2000,200,400,200,850
820400211,0,0,0,0,0,0,0,0
820600201,2040,600,240,360,60,360,120,300
820600211,1094,240,240,0,10,240,84,280
820600221,2514,600,200,204,70,240,300,900
820600231,1646,360,210,0,60,240,156,620
820600261,3750,1200,240,1200,50,100,120,840
820600291,1968,360,240,0,48,240,180,900
820600301,0,0,0,0,0,0,0,0
820600311,0,0,0,0,0,0,0,0
820600321,0,0,0,0,0,0,0,0
820600331,0,0,0,0,0,0,0,0
820600351,0,0,0,0,0,0,0,0
820600361,0,0,0,0,0,0,0,0
820600371,0,0,0,0,0,0,0,0
820600381,0,0,0,0,0,0,0,0
820600391,0,0,0,0,0,0,0,0
821200201,931,240,154,223,6,144,84,80
821200211,712,360,250,0,20,10,12,60
821200221,2160,900,120,0,150,180,300,510
821200231,2165,840,120,500,10,260,220,215
821200261,5480,600,480,0,1000,300,100,3000
821200291,1580,400,395,480,15,40,150,100
821200301,0,0,0,0,0,0,0,0
821200321,0,0,0,0,0,0,0,0
821200361,0,0,0,0,0,0,0,0
821200381,0,0,0,0,0,0,0,0
821200391,0,0,0,0,0,0,0,0
821201241,360,200,120,0,0,10,10,20
821201271,2645,480,240,0,850,360,152,563
821600211,1880,600,360,0,240,360,120,200
821600221,2300,600,300,612,70,60,228,430
821600231,716,500,106,0,100,10,0,0
821600241,422,150,102,0,150,10,0,10
821600261,2050,500,690,400,80,50,90,240
821600271,1884,840,214,0,300,100,180,250
821600301,0,0,0,0,0,0,0,0
821600311,0,0,0,0,0,0,0,0
821600321,0,0,0,0,0,0,0,0
821600331,0,0,0,0,0,0,0,0
821600341,0,0,0,0,0,0,0,0
821600351,0,0,0,0,0,0,0,0
821600381,0,0,0,0,0,0,0,0
821600391,0,0,0,0,0,0,0,0
822200201,1481,600,456,0,30,50,145,200
822200211,1581,1000,324,0,15,50,80,112
822200221,2906,840,320,840,50,40,216,600
822200251,2926,1200,150,650,50,100,176,600
822200261,1534,360,396,0,260,72,156,290
822200271,2560,600,250,0,240,480,240,750
822200281,686,240,252,0,52,36,36,70
822200301,2820,600,240,1200,60,360,120,240
822200341,1000,300,200,0,120,120,60,200
822200351,5259,676,495,0,540,1276,252,2020
822200381,1224,360,172,0,192,60,40,400
822200391,186,72,27,0,14,20,24,29
822201251,3215,800,300,700,250,300,65,800
822201291,2076,600,240,0,360,240,156,480
822501241,0,0,0,0,0,0,0,0
822501261,0,0,0,0,0,0,0,0
822501281,0,0,0,0,0,0,0,0
822501291,0,0,0,0,0,0,0,0
822600201,4020,800,1100,600,400,150,150,820
822600211,1220,240,480,0,0,20,60,420
822600251,1054,240,120,0,360,24,60,250
822600261,2271,620,340,0,400,230,65,616
822600271,0,0,0,0,0,0,0,0
822600281,0,0,0,0,0,0,0,0
822600291,0,0,0,0,0,0,0,0
822600301,0,0,0,0,0,0,0,0
822600311,0,0,0,0,0,0,0,0
822600321,0,0,0,0,0,0,0,0
822600331,0,0,0,0,0,0,0,0
822600341,0,0,0,0,0,0,0,0
822600351,0,0,0,0,0,0,0,0
823200201,5172,1800,240,0,800,600,432,1300
823200241,1307,360,282,0,240,250,50,125
823200281,2541,1440,155,0,120,131,255,440
823200301,567,360,48,0,68,3,50,38
823200361,1356,480,240,60,24,12,180,360
823200371,2734,840,204,360,10,540,240,540
823201221,3630,1200,300,400,30,360,240,1100
823201261,2820,780,300,0,180,300,240,1020
823201271,2391,900,250,101,50,500,240,350
823201281,1074,600,180,0,200,10,36,48
823501201,0,0,0,0,0,0,0,0
823501211,0,0,0,0,0,0,0,0
823501231,0,0,0,0,0,0,0,0
823501241,2230,600,360,0,150,150,120,850
823501251,1946,600,240,500,18,360,108,120
823503341,2430,500,360,360,120,240,250,600
823503351,0,0,0,0,0,0,0,0
823503361,0,0,0,0,0,0,0,0
823503371,0,0,0,0,0,0,0,0
823503381,0,0,0,0,0,0,0,0
823503391,0,0,0,0,0,0,0,0
823600201,0,0,0,0,0,0,0,0
823600211,0,0,0,0,0,0,0,0
823600221,0,0,0,0,0,0,0,0
823600241,2266,520,552,0,10,300,192,692
823600261,0,0,0,0,0,0,0,0
824200201,999,240,70,0,490,48,48,103
824200211,2098,600,768,0,50,300,120,260
824200241,3690,480,180,0,1700,506,174,650
824200281,820,360,200,0,40,10,15,195
824200291,3664,840,184,715,55,380,240,1250
824200301,2768,960,300,240,120,450,348,350
824200361,3740,720,250,0,350,400,480,1540
824201201,2880,400,1000,700,10,400,240,130
824201241,4650,900,400,2200,100,100,380,570
824501231,0,0,0,0,0,0,0,0
824501241,0,0,0,0,0,0,0,0
824501251,0,0,0,0,0,0,0,0
824501261,0,0,0,0,0,0,0,0
824501271,0,0,0,0,0,0,0,0
824501291,4220,1200,360,500,60,600,300,1200
824503301,0,0,0,0,0,0,0,0
824503311,0,0,0,0,0,0,0,0
824503321,0,0,0,0,0,0,0,0
825200201,966,360,240,0,200,30,36,100
825200211,5300,2000,300,0,200,420,480,1900
825200221,1290,360,420,0,0,60,120,330
825200231,1274,360,192,0,156,120,36,410
825200271,3356,1000,480,600,36,300,300,640
825200301,0,0,0,0,0,0,0,0
825200321,708,300,46,0,50,18,84,210
825200351,0,0,0,0,0,0,0,0
825200361,0,0,0,0,0,0,0,0
825200371,0,0,0,0,0,0,0,0
825200391,0,0,0,0,0,0,0,0
825201221,864,360,120,0,180,60,48,96
825201251,1320,360,240,0,120,144,180,276
825201291,6760,696,780,700,144,360,360,3720
825501201,1939,720,215,0,24,350,180,450
825501211,1614,600,240,204,10,240,180,140
825501231,0,0,0,0,0,0,0,0
825501251,0,0,0,0,0,0,0,0
825503361,2490,1200,240,60,30,400,180,380
825503381,900,120,120,0,360,240,0,60
825503391,3810,960,300,1200,50,300,180,820
826200221,4320,1450,320,960,100,360,240,890
826200241,630,180,152,0,98,84,48,68
826200331,3169,960,156,700,5,588,360,400
826200391,1649,298,350,420,42,181,120,238
826201201,4340,900,360,0,800,840,480,960
826501271,0,0,0,0,0,0,0,0
826501281,0,0,0,0,0,0,0,0
826501291,0,0,0,0,0,0,0,0
826503301,600,200,240,0,10,20,30,100
826503321,3600,1300,500,0,360,600,240,600
826503331,0,0,0,0,0,0,0,0
826503341,0,0,0,0,0,0,0,0
827200221,2002,900,240,0,0,480,132,250
827200261,3330,1200,300,360,10,840,360,260
827200271,530,120,180,0,60,36,60,74
827200291,2540,600,200,200,300,700,120,420
827200311,2048,720,68,0,0,840,120,300
827200331,1280,360,420,0,180,20,120,180
827200341,8400,3600,1480,0,60,480,240,2540
827200361,658,360,120,0,0,48,120,10
827200381,3471,1209,312,0,170,520,260,1000
827200391,546,120,377,0,0,10,15,24
827501201,1418,600,456,0,20,100,72,170
827501221,6680,2400,240,1800,120,600,780,740
827501231,0,0,0,0,0,0,0,0
827503341,0,0,0,0,0,0,0,0
827503351,0,0,0,0,0,0,0,0
827503361,0,0,0,0,0,0,0,0
827503371,0,0,0,0,0,0,0,0
827503381,0,0,0,0,0,0,0,0
827503391,0,0,0,0,0,0,0,0
828200201,2730,960,360,0,100,480,180,650
828200251,3196,840,240,1320,100,180,276,240
828200291,3218,720,300,1200,50,180,240,528
828200301,794,480,171,0,60,12,25,46
828200321,2981,1800,716,0,50,15,204,196
828200331,1515,600,123,0,50,130,112,500
828200341,1980,800,210,0,10,450,240,270
828200351,2004,50,228,0,1000,420,96,210
828200381,1060,230,150,0,20,250,80,330
828200391,1130,350,170,0,40,250,150,170
828503301,0,0,0,0,0,0,0,0
829200201,3462,480,660,900,100,360,312,650
829200221,539,240,120,0,84,20,25,50
829200261,4900,800,480,2400,50,420,350,400
829200281,2484,1200,170,350,60,200,154,350
829200301,1832,540,216,0,100,300,180,496
829200361,0,0,0,0,0,0,0,0
829200371,0,0,0,0,0,0,0,0
829200391,0,0,0,0,0,0,0,0
830200221,1033,120,267,0,360,60,84,142
830200261,1114,120,240,0,120,360,144,130
830200281,830,240,120,0,30,200,120,120
830200291,922,360,180,0,0,240,84,58
830200301,1025,240,200,300,15,50,120,100
830200311,589,120,144,0,5,120,60,140
830200321,1913,360,274,0,1000,32,72,175
830200341,1628,540,204,0,210,160,84,430
830200361,0,0,0,0,0,0,0,0
830200371,0,0,0,0,0,0,0,0
830200381,0,0,0,0,0,0,0,0
830201201,0,0,0,0,0,0,0,0
830201211,0,0,0,0,0,0,0,0
830201221,0,0,0,0,0,0,0,0
830201241,0,0,0,0,0,0,0,0
830201251,0,0,0,0,0,0,0,0
830201261,0,0,0,0,0,0,0,0
830502201,0,0,0,0,0,0,0,0
830504311,1349,240,240,0,13,136,120,600
830504361,0,0,0,0,0,0,0,0
830504371,0,0,0,0,0,0,0,0
830504381,1026,280,276,0,80,180,54,156
830504391,1700,360,140,0,300,120,180,600
830600221,2690,480,330,1060,100,240,300,180
830600231,826,240,165,0,1,144,156,120
830600241,2950,1200,300,0,100,250,200,900
830600251,1980,720,240,0,60,360,240,360
830600261,3440,1800,840,0,100,200,200,300
830600271,672,240,96,0,120,60,96,60
830600281,1512,360,720,0,0,108,144,180
830600291,3184,720,324,0,360,480,450,850
830600311,0,0,0,0,0,0,0,0
830600321,0,0,0,0,0,0,0,0
830600331,0,0,0,0,0,0,0,0
830600341,0,0,0,0,0,0,0,0
830600351,0,0,0,0,0,0,0,0
830600361,0,0,0,0,0,0,0,0
830600371,0,0,0,0,0,0,0,0
831200221,4410,840,300,1200,140,310,240,1380
831200241,4662,600,360,2000,150,780,272,500
831200251,0,0,0,0,0,0,0,0
831200301,0,0,0,0,0,0,0,0
831200311,0,0,0,0,0,0,0,0
831200321,0,0,0,0,0,0,0,0
831200331,0,0,0,0,0,0,0,0
831200381,1464,380,240,0,250,150,84,360
831201231,0,0,0,0,0,0,0,0
831201251,0,0,0,0,0,0,0,0
831600221,3060,1200,300,720,60,240,240,300
831600231,4690,2400,260,600,120,180,480,650
831600251,2710,600,570,600,200,360,180,200
831600261,292,120,100,0,20,10,12,30
831600271,591,360,56,0,50,19,36,70
831600281,458,250,86,0,40,10,34,38
831600301,0,0,0,0,0,0,0,0
831600321,0,0,0,0,0,0,0,0
831600331,0,0,0,0,0,0,0,0
831600371,0,0,0,0,0,0,0,0
831600381,0,0,0,0,0,0,0,0
832200201,0,0,0,0,0,0,0,0
832200211,0,0,0,0,0,0,0,0
832200241,0,0,0,0,0,0,0,0
832200251,0,0,0,0,0,0,0,0
832200271,0,0,0,0,0,0,0,0
832200281,0,0,0,0,0,0,0,0
832200361,2638,480,224,552,10,480,264,628
832200371,2810,600,960,100,30,720,180,220
832201201,0,0,0,0,0,0,0,0
832201211,0,0,0,0,0,0,0,0
